instruction,input,output
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 08194 Mckinney Crossroad Suite 230, East Robertmouth, DC 32040.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 830 Elizabeth Springs, Port Danielle, NH 43871.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 9280 Monica Station, Walkerchester, WY 56373.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 403 Michele Glens Suite 441, South Coryfurt, OR 61358.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 5801 Daniel Court Suite 642, Greerburgh, AL 77354.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 50509 Gilbert Squares, Garciaborough, MA 21790.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 32280 Gordon Plaza Apt. 774, West Samantha, AR 92177.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 6253 Williams Coves Apt. 152, Luischester, HI 61188.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 0317 Schmidt Brook, North Jonathan, ND 67019.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 86142 Chelsea Forges Suite 545, North Mark, MI 74364.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a pothole near 7991 Erin Turnpike Suite 983, Lake Kevinmouth, MT 19217.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 1160 Faulkner Ports Suite 015, East Darren, ID 50166.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 08347 Becker Cliffs Apt. 898, North Gloria, NM 37301.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 139 Ray Wall, South Daniel, MA 91718.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 38788 Khan Drive, Jessicaside, RI 67623.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 439 Foster Gardens, Lake Reginashire, SD 01034.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 499 Casey Island Suite 444, Port Sylviamouth, OR 22829.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 5434 Greer Port, Lake Peterview, MA 76488.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 859 Steven Rest, Coxmouth, NY 99634.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 6816 Fox View Apt. 407, North Wendy, TN 13327.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 6135 Dawn Alley Suite 883, Silvaberg, ID 94282.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 0336 Anderson Plaza Suite 023, Port Yvonneberg, TX 51958.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 3551 Dean Drives, Brooketon, DC 17272.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 1469 Mercado Prairie Apt. 555, Heatherton, FL 05317.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 4136 Baker Turnpike, Annefort, MO 15070.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 939 Sue Drive, Rhodestown, MT 43089.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 22283 Michael Hill Suite 685, Lake Adam, MN 48960.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 502 Lewis Isle Suite 077, Tateport, IL 30921.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 3990 Gregory Loop Apt. 082, South Ariana, TN 19128.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near USCGC Wu, FPO AP 02777.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
